policy,seed,step,value,outcome
beta=1,7,125,13187.999999999953,lost_load
beta=1,7,126,13187.999999999953,lost_load
beta=1,7,127,13187.999999999953,lost_load
beta=1,7,128,13187.999999999953,lost_load
beta=1,7,129,13187.999999999953,lost_load
beta=1,7,130,13187.999999999953,lost_load
beta=1,7,131,13187.999999999953,lost_load
beta=1,7,132,13187.999999999953,lost_load
beta=1,7,133,13187.999999999953,lost_load
beta=1,7,134,13187.999999999953,lost_load
beta=1,7,135,13187.999999999953,lost_load
beta=1,7,136,13187.999999999953,lost_load
beta=1,7,137,13187.999999999953,lost_load
beta=1,7,138,13187.999999999953,lost_load
beta=1,7,139,13187.999999999953,lost_load
beta=1,7,140,13187.999999999953,lost_load
beta=1,7,141,13187.999999999953,lost_load
beta=1,7,142,13187.999999999953,lost_load
beta=1,7,143,13187.999999999953,lost_load
beta=1,7,144,13187.999999999953,lost_load
beta=1,7,145,13187.999999999953,lost_load
beta=1,7,146,13187.999999999953,lost_load
beta=1,7,147,13187.999999999953,lost_load
beta=1,7,148,13187.999999999953,lost_load
beta=1,7,149,13187.999999999953,lost_load
beta=1,7,150,13187.999999999953,lost_load
beta=1,7,151,13187.999999999953,lost_load
beta=1,7,152,13187.999999999953,lost_load
beta=1,7,153,13187.999999999953,lost_load
beta=1,7,154,13187.999999999953,lost_load
beta=1,7,155,13187.999999999953,lost_load
beta=1,7,156,13187.999999999953,lost_load
beta=1,7,157,13187.999999999953,lost_load
beta=1,7,158,13187.999999999953,lost_load
beta=1,7,159,13187.999999999953,lost_load
beta=1,7,160,13187.999999999953,lost_load
beta=1,7,161,13187.999999999953,lost_load
beta=1,7,162,13187.999999999953,lost_load
beta=1,7,163,13187.999999999953,lost_load
beta=1,7,164,13187.999999999953,lost_load
beta=1,7,165,13187.999999999953,lost_load
beta=1,7,166,13187.999999999953,lost_load
beta=1,7,167,13187.999999999953,lost_load
beta=1,7,168,13187.999999999953,lost_load
beta=1,7,169,13187.999999999953,lost_load
beta=1,7,170,13187.999999999953,lost_load
beta=1,7,171,13187.999999999953,lost_load
beta=1,7,172,13187.999999999953,lost_load
beta=1,7,173,13187.999999999953,lost_load
beta=1,7,174,13187.999999999953,lost_load
beta=1,7,175,13187.999999999953,lost_load
beta=1,7,176,13187.999999999953,lost_load
beta=1,7,177,13187.999999999953,lost_load
beta=1,7,178,13187.999999999953,lost_load
beta=1,7,179,13187.999999999953,lost_load
beta=1,7,180,13187.999999999953,lost_load
beta=1,7,181,13187.999999999953,lost_load
beta=1,7,182,13187.999999999953,lost_load
beta=1,7,183,13187.999999999953,lost_load
beta=1,7,184,13187.999999999953,lost_load
beta=1,7,185,13187.999999999953,lost_load
beta=1,7,186,13187.999999999953,lost_load
beta=1,7,187,13187.999999999953,lost_load
beta=1,7,188,13187.999999999953,lost_load
beta=1,7,189,13187.999999999953,lost_load
beta=1,7,190,13187.999999999953,lost_load
beta=1,7,191,13187.999999999953,lost_load
beta=1,7,192,13187.999999999953,lost_load
beta=1,7,193,13187.999999999953,lost_load
beta=1,7,194,13187.999999999953,lost_load
beta=1,7,195,13187.999999999953,lost_load
beta=1,7,196,13187.999999999953,lost_load
beta=1,7,197,13187.999999999953,lost_load
beta=1,7,198,13187.999999999953,lost_load
beta=1,7,199,13187.999999999953,lost_load
beta=1,7,200,13187.999999999953,lost_load
beta=2,7,0,1.0,failed
beta=2,7,1,8.0,failed
beta=2,7,2,32.0,failed
beta=2,7,3,58.0,failed
beta=2,7,4,94.0,failed
beta=2,7,5,150.0,failed
beta=2,7,6,204.0,failed
beta=2,7,7,288.0,failed
beta=2,7,8,389.0,failed
beta=2,7,9,521.0,failed
beta=2,7,10,673.0,failed
beta=2,7,11,807.0,failed
beta=2,7,12,937.0,failed
beta=2,7,13,1096.0,failed
beta=2,7,14,1302.0,failed
beta=2,7,15,1594.0,failed
beta=2,7,16,1999.0,failed
beta=2,7,17,2417.0,failed
beta=2,7,18,2802.0,failed
beta=2,7,19,3143.0,failed
beta=2,7,20,3459.0,failed
beta=2,7,21,3689.0,failed
beta=2,7,22,3845.0,failed
beta=2,7,23,4002.0,failed
beta=2,7,24,4165.0,failed
beta=2,7,25,4322.0,failed
beta=2,7,26,4474.0,failed
beta=2,7,27,4589.0,failed
beta=2,7,28,4678.0,failed
beta=2,7,29,4724.0,failed
beta=2,7,30,4760.0,failed
beta=2,7,31,4782.0,failed
beta=2,7,32,4789.0,failed
beta=2,7,33,4794.0,failed
beta=2,7,34,4800.0,failed
beta=2,7,35,4801.0,failed
beta=2,7,36,4801.0,failed
beta=2,7,37,4801.0,failed
beta=2,7,38,4801.0,failed
beta=2,7,39,4801.0,failed
beta=2,7,40,4801.0,failed
beta=2,7,41,4801.0,failed
beta=2,7,42,4801.0,failed
beta=2,7,43,4801.0,failed
beta=2,7,44,4801.0,failed
beta=2,7,45,4801.0,failed
beta=2,7,46,4801.0,failed
beta=2,7,47,4801.0,failed
beta=2,7,48,4801.0,failed
beta=2,7,49,4801.0,failed
beta=2,7,50,4801.0,failed
beta=2,7,51,4801.0,failed
beta=2,7,52,4801.0,failed
beta=2,7,53,4801.0,failed
beta=2,7,54,4801.0,failed
beta=2,7,55,4801.0,failed
beta=2,7,56,4801.0,failed
beta=2,7,57,4801.0,failed
beta=2,7,58,4801.0,failed
beta=2,7,59,4801.0,failed
beta=2,7,60,4801.0,failed
beta=2,7,61,4801.0,failed
beta=2,7,62,4801.0,failed
beta=2,7,63,4801.0,failed
beta=2,7,64,4801.0,failed
beta=2,7,65,4801.0,failed
beta=2,7,66,4801.0,failed
beta=2,7,67,4801.0,failed
beta=2,7,68,4801.0,failed
beta=2,7,69,4801.0,failed
beta=2,7,70,4801.0,failed
beta=2,7,71,4801.0,failed
beta=2,7,72,4801.0,failed
beta=2,7,73,4801.0,failed
beta=2,7,74,4801.0,failed
beta=2,7,75,4801.0,failed
beta=2,7,76,4801.0,failed
beta=2,7,77,4801.0,failed
beta=2,7,78,4801.0,failed
beta=2,7,79,4801.0,failed
beta=2,7,80,4801.0,failed
beta=2,7,81,4801.0,failed
beta=2,7,82,4801.0,failed
beta=2,7,83,4801.0,failed
beta=2,7,84,4801.0,failed
beta=2,7,85,4801.0,failed
beta=2,7,86,4801.0,failed
beta=2,7,87,4801.0,failed
beta=2,7,88,4801.0,failed
beta=2,7,89,4801.0,failed
beta=2,7,90,4801.0,failed
beta=2,7,91,4801.0,failed
beta=2,7,92,4801.0,failed
beta=2,7,93,4801.0,failed
beta=2,7,94,4801.0,failed
beta=2,7,95,4801.0,failed
beta=2,7,96,4801.0,failed
beta=2,7,97,4801.0,failed
beta=2,7,98,4801.0,failed
beta=2,7,99,4801.0,failed
beta=2,7,100,4801.0,failed
beta=2,7,101,4801.0,failed
beta=2,7,102,4801.0,failed
beta=2,7,103,4801.0,failed
beta=2,7,104,4801.0,failed
beta=2,7,105,4801.0,failed
beta=2,7,106,4801.0,failed
beta=2,7,107,4801.0,failed
beta=2,7,108,4801.0,failed
beta=2,7,109,4801.0,failed
beta=2,7,110,4801.0,failed
beta=2,7,111,4801.0,failed
beta=2,7,112,4801.0,failed
beta=2,7,113,4801.0,failed
beta=2,7,114,4801.0,failed
beta=2,7,115,4801.0,failed
beta=2,7,116,4801.0,failed
beta=2,7,117,4801.0,failed
beta=2,7,118,4801.0,failed
beta=2,7,119,4801.0,failed
beta=2,7,120,4801.0,failed
beta=2,7,121,4801.0,failed
beta=2,7,122,4801.0,failed
beta=2,7,123,4801.0,failed
beta=2,7,124,4801.0,failed
beta=2,7,125,4801.0,failed
beta=2,7,126,4801.0,failed
beta=2,7,127,4801.0,failed
beta=2,7,128,4801.0,failed
beta=2,7,129,4801.0,failed
beta=2,7,130,4801.0,failed
beta=2,7,131,4801.0,failed
beta=2,7,132,4801.0,failed
beta=2,7,133,4801.0,failed
beta=2,7,134,4801.0,failed
beta=2,7,135,4801.0,failed
beta=2,7,136,4801.0,failed
beta=2,7,137,4801.0,failed
beta=2,7,138,4801.0,failed
beta=2,7,139,4801.0,failed
beta=2,7,140,4801.0,failed
beta=2,7,141,4801.0,failed
beta=2,7,142,4801.0,failed
beta=2,7,143,4801.0,failed
beta=2,7,144,4801.0,failed
beta=2,7,145,4801.0,failed
beta=2,7,146,4801.0,failed
beta=2,7,147,4801.0,failed
beta=2,7,148,4801.0,failed
beta=2,7,149,4801.0,failed
beta=2,7,150,4801.0,failed
beta=2,7,151,4801.0,failed
beta=2,7,152,4801.0,failed
beta=2,7,153,4801.0,failed
beta=2,7,154,4801.0,failed
beta=2,7,155,4801.0,failed
beta=2,7,156,4801.0,failed
beta=2,7,157,4801.0,failed
beta=2,7,158,4801.0,failed
beta=2,7,159,4801.0,failed
beta=2,7,160,4801.0,failed
beta=2,7,161,4801.0,failed
beta=2,7,162,4801.0,failed
beta=2,7,163,4801.0,failed
beta=2,7,164,4801.0,failed
beta=2,7,165,4801.0,failed
beta=2,7,166,4801.0,failed
beta=2,7,167,4801.0,failed
beta=2,7,168,4801.0,failed
beta=2,7,169,4801.0,failed
beta=2,7,170,4801.0,failed
beta=2,7,171,4801.0,failed
beta=2,7,172,4801.0,failed
beta=2,7,173,4801.0,failed
beta=2,7,174,4801.0,failed
beta=2,7,175,4801.0,failed
beta=2,7,176,4801.0,failed
beta=2,7,177,4801.0,failed
beta=2,7,178,4801.0,failed
beta=2,7,179,4801.0,failed
beta=2,7,180,4801.0,failed
beta=2,7,181,4801.0,failed
beta=2,7,182,4801.0,failed
beta=2,7,183,4801.0,failed
beta=2,7,184,4801.0,failed
beta=2,7,185,4801.0,failed
beta=2,7,186,4801.0,failed
beta=2,7,187,4801.0,failed
beta=2,7,188,4801.0,failed
beta=2,7,189,4801.0,failed
beta=2,7,190,4801.0,failed
beta=2,7,191,4801.0,failed
beta=2,7,192,4801.0,failed
beta=2,7,193,4801.0,failed
beta=2,7,194,4801.0,failed
beta=2,7,195,4801.0,failed
beta=2,7,196,4801.0,failed
beta=2,7,197,4801.0,failed
beta=2,7,198,4801.0,failed
beta=2,7,199,4801.0,failed
beta=2,7,200,4801.0,failed
beta=2,7,0,0.0,lost_load
beta=2,7,1,0.0,lost_load
beta=2,7,2,0.0,lost_load
beta=2,7,3,57.55670117274393,lost_load
beta=2,7,4,105.98978996878202,lost_load
beta=2,7,5,186.76542943080725,lost_load
beta=2,7,6,263.8751871045733,lost_load
beta=2,7,7,341.8406308011509,lost_load
beta=2,7,8,595.1176174785791,lost_load
beta=2,7,9,767.9457554502973,lost_load
beta=2,7,10,1020.7123210573518,lost_load
beta=2,7,11,1416.8076275919545,lost_load
beta=2,7,12,1984.374611637255,lost_load
beta=2,7,13,2286.7022199759494,lost_load
beta=2,7,14,2622.29592663107,lost_load
beta=2,7,15,2961.256479678839,lost_load
beta=2,7,16,3362.876441420146,lost_load
beta=2,7,17,3915.726953605946,lost_load
beta=2,7,18,4784.812728350179,lost_load
beta=2,7,19,6023.339025397217,lost_load
beta=2,7,20,7143.171614898671,lost_load
beta=2,7,21,8232.32960534657,lost_load
beta=2,7,22,9251.797880841335,lost_load
beta=2,7,23,9628.543522627275,lost_load
beta=2,7,24,10055.29426547736,lost_load
beta=2,7,25,10514.290692591037,lost_load
beta=2,7,26,10912.687819749137,lost_load
beta=2,7,27,11386.63575627936,lost_load
beta=2,7,28,11793.957954614496,lost_load
beta=2,7,29,12228.988794226616,lost_load
beta=2,7,30,12467.211802231937,lost_load
beta=2,7,31,12713.514889237082,lost_load
beta=2,7,32,12880.676321660063,lost_load
beta=2,7,33,12894.049423415925,lost_load
beta=2,7,34,12938.17159453421,lost_load
beta=2,7,35,12967.05065583307,lost_load
beta=2,7,36,12997.020714436452,lost_load
beta=2,7,37,12997.020714436452,lost_load
beta=2,7,38,12997.020714436452,lost_load
beta=2,7,39,12997.020714436452,lost_load
beta=2,7,40,12997.020714436452,lost_load
beta=2,7,41,12997.020714436452,lost_load
beta=2,7,42,12997.020714436452,lost_load
beta=2,7,43,12997.020714436452,lost_load
beta=2,7,44,12997.020714436452,lost_load
beta=2,7,45,12997.020714436452,lost_load
beta=2,7,46,12997.020714436452,lost_load
beta=2,7,47,12997.020714436452,lost_load
beta=2,7,48,12997.020714436452,lost_load
beta=2,7,49,12997.020714436452,lost_load
beta=2,7,50,12997.020714436452,lost_load
beta=2,7,51,12997.020714436452,lost_load
beta=2,7,52,12997.020714436452,lost_load
beta=2,7,53,12997.020714436452,lost_load
beta=2,7,54,12997.020714436452,lost_load
beta=2,7,55,12997.020714436452,lost_load
beta=2,7,56,12997.020714436452,lost_load
beta=2,7,57,12997.020714436452,lost_load
beta=2,7,58,12997.020714436452,lost_load
beta=2,7,59,12997.020714436452,lost_load
beta=2,7,60,12997.020714436452,lost_load
beta=2,7,61,12997.020714436452,lost_load
beta=2,7,62,12997.020714436452,lost_load
beta=2,7,63,12997.020714436452,lost_load
beta=2,7,64,12997.020714436452,lost_load
beta=2,7,65,12997.020714436452,lost_load
beta=2,7,66,12997.020714436452,lost_load
beta=2,7,67,12997.020714436452,lost_load
beta=2,7,68,12997.020714436452,lost_load
beta=2,7,69,12997.020714436452,lost_load
beta=2,7,70,12997.020714436452,lost_load
beta=2,7,71,12997.020714436452,lost_load
beta=2,7,72,12997.020714436452,lost_load
beta=2,7,73,12997.020714436452,lost_load
beta=2,7,74,12997.020714436452,lost_load
beta=2,7,75,12997.020714436452,lost_load
beta=2,7,76,12997.020714436452,lost_load
beta=2,7,77,12997.020714436452,lost_load
beta=2,7,78,12997.020714436452,lost_load
beta=2,7,79,12997.020714436452,lost_load
beta=2,7,80,12997.020714436452,lost_load
beta=2,7,81,12997.020714436452,lost_load
beta=2,7,82,12997.020714436452,lost_load
beta=2,7,83,12997.020714436452,lost_load
beta=2,7,84,12997.020714436452,lost_load
beta=2,7,85,12997.020714436452,lost_load
beta=2,7,86,12997.020714436452,lost_load
beta=2,7,87,12997.020714436452,lost_load
beta=2,7,88,12997.020714436452,lost_load
beta=2,7,89,12997.020714436452,lost_load
beta=2,7,90,12997.020714436452,lost_load
beta=2,7,91,12997.020714436452,lost_load
beta=2,7,92,12997.020714436452,lost_load
beta=2,7,93,12997.020714436452,lost_load
beta=2,7,94,12997.020714436452,lost_load
beta=2,7,95,12997.020714436452,lost_load
beta=2,7,96,12997.020714436452,lost_load
beta=2,7,97,12997.020714436452,lost_load
beta=2,7,98,12997.020714436452,lost_load
beta=2,7,99,12997.020714436452,lost_load
beta=2,7,100,12997.020714436452,lost_load
beta=2,7,101,12997.020714436452,lost_load
beta=2,7,102,12997.020714436452,lost_load
beta=2,7,103,12997.020714436452,lost_load
beta=2,7,104,12997.020714436452,lost_load
beta=2,7,105,12997.020714436452,lost_load
beta=2,7,106,12997.020714436452,lost_load
beta=2,7,107,12997.020714436452,lost_load
beta=2,7,108,12997.020714436452,lost_load
beta=2,7,109,12997.020714436452,lost_load
beta=2,7,110,12997.020714436452,lost_load
beta=2,7,111,12997.020714436452,lost_load
beta=2,7,112,12997.020714436452,lost_load
beta=2,7,113,12997.020714436452,lost_load
beta=2,7,114,12997.020714436452,lost_load
beta=2,7,115,12997.020714436452,lost_load
beta=2,7,116,12997.020714436452,lost_load
beta=2,7,117,12997.020714436452,lost_load
beta=2,7,118,12997.020714436452,lost_load
beta=2,7,119,12997.020714436452,lost_load
beta=2,7,120,12997.020714436452,lost_load
beta=2,7,121,12997.020714436452,lost_load
beta=2,7,122,12997.020714436452,lost_load
beta=2,7,123,12997.020714436452,lost_load
beta=2,7,124,12997.020714436452,lost_load
beta=2,7,125,12997.020714436452,lost_load
beta=2,7,126,12997.020714436452,lost_load
beta=2,7,127,12997.020714436452,lost_load
beta=2,7,128,12997.020714436452,lost_load
beta=2,7,129,12997.020714436452,lost_load
beta=2,7,130,12997.020714436452,lost_load
beta=2,7,131,12997.020714436452,lost_load
beta=2,7,132,12997.020714436452,lost_load
beta=2,7,133,12997.020714436452,lost_load
beta=2,7,134,12997.020714436452,lost_load
beta=2,7,135,12997.020714436452,lost_load
beta=2,7,136,12997.020714436452,lost_load
beta=2,7,137,12997.020714436452,lost_load
beta=2,7,138,12997.020714436452,lost_load
beta=2,7,139,12997.020714436452,lost_load
beta=2,7,140,12997.020714436452,lost_load
beta=2,7,141,12997.020714436452,lost_load
beta=2,7,142,12997.020714436452,lost_load
beta=2,7,143,12997.020714436452,lost_load
beta=2,7,144,12997.020714436452,lost_load
beta=2,7,145,12997.020714436452,lost_load
beta=2,7,146,12997.020714436452,lost_load
beta=2,7,147,12997.020714436452,lost_load
beta=2,7,148,12997.020714436452,lost_load
beta=2,7,149,12997.020714436452,lost_load
beta=2,7,150,12997.020714436452,lost_load
beta=2,7,151,12997.020714436452,lost_load
beta=2,7,152,12997.020714436452,lost_load
beta=2,7,153,12997.020714436452,lost_load
beta=2,7,154,12997.020714436452,lost_load
beta=2,7,155,12997.020714436452,lost_load
beta=2,7,156,12997.020714436452,lost_load
beta=2,7,157,12997.020714436452,lost_load
beta=2,7,158,12997.020714436452,lost_load
beta=2,7,159,12997.020714436452,lost_load
beta=2,7,160,12997.020714436452,lost_load
beta=2,7,161,12997.020714436452,lost_load
beta=2,7,162,12997.020714436452,lost_load
beta=2,7,163,12997.020714436452,lost_load
beta=2,7,164,12997.020714436452,lost_load
beta=2,7,165,12997.020714436452,lost_load
beta=2,7,166,12997.020714436452,lost_load
beta=2,7,167,12997.020714436452,lost_load
beta=2,7,168,12997.020714436452,lost_load
beta=2,7,169,12997.020714436452,lost_load
beta=2,7,170,12997.020714436452,lost_load
beta=2,7,171,12997.020714436452,lost_load
beta=2,7,172,12997.020714436452,lost_load
beta=2,7,173,12997.020714436452,lost_load
beta=2,7,174,12997.020714436452,lost_load
beta=2,7,175,12997.020714436452,lost_load
beta=2,7,176,12997.020714436452,lost_load
beta=2,7,177,12997.020714436452,lost_load
beta=2,7,178,12997.020714436452,lost_load
beta=2,7,179,12997.020714436452,lost_load
beta=2,7,180,12997.020714436452,lost_load
beta=2,7,181,12997.020714436452,lost_load
beta=2,7,182,12997.020714436452,lost_load
beta=2,7,183,12997.020714436452,lost_load
beta=2,7,184,12997.020714436452,lost_load
beta=2,7,185,12997.020714436452,lost_load
beta=2,7,186,12997.020714436452,lost_load
beta=2,7,187,12997.020714436452,lost_load
beta=2,7,188,12997.020714436452,lost_load
beta=2,7,189,12997.020714436452,lost_load
beta=2,7,190,12997.020714436452,lost_load
beta=2,7,191,12997.020714436452,lost_load
beta=2,7,192,12997.020714436452,lost_load
beta=2,7,193,12997.020714436452,lost_load
beta=2,7,194,12997.020714436452,lost_load
beta=2,7,195,12997.020714436452,lost_load
beta=2,7,196,12997.020714436452,lost_load
beta=2,7,197,12997.020714436452,lost_load
beta=2,7,198,12997.020714436452,lost_load
beta=2,7,199,12997.020714436452,lost_load
beta=2,7,200,12997.020714436452,lost_load
