policy,seed,step,value,b
none,7,83,0.56,0.08
none,7,84,0.52,0.08
none,7,85,0.51,0.08
none,7,86,0.52,0.08
none,7,87,0.46,0.08
none,7,88,0.45,0.08
none,7,89,0.49,0.08
none,7,90,0.44,0.08
none,7,91,0.44,0.08
none,7,92,0.48,0.08
none,7,93,0.48,0.08
none,7,94,0.49,0.08
none,7,95,0.52,0.08
none,7,96,0.59,0.08
none,7,97,0.5,0.08
none,7,98,0.53,0.08
none,7,99,0.51,0.08
none,7,100,0.58,0.08
none,7,101,0.55,0.08
none,7,102,0.52,0.08
none,7,103,0.46,0.08
none,7,104,0.44,0.08
none,7,105,0.49,0.08
none,7,106,0.5,0.08
none,7,107,0.51,0.08
none,7,108,0.46,0.08
none,7,109,0.47,0.08
none,7,110,0.46,0.08
none,7,111,0.41,0.08
none,7,112,0.51,0.08
none,7,113,0.5,0.08
none,7,114,0.43,0.08
none,7,115,0.44,0.08
none,7,116,0.48,0.08
none,7,117,0.41,0.08
none,7,118,0.42,0.08
none,7,119,0.48,0.08
none,7,120,0.5,0.08
none,7,121,0.5,0.08
none,7,122,0.54,0.08
none,7,123,0.57,0.08
none,7,124,0.52,0.08
none,7,125,0.5,0.08
none,7,126,0.52,0.08
none,7,127,0.45,0.08
none,7,128,0.46,0.08
none,7,129,0.45,0.08
none,7,130,0.42,0.08
none,7,131,0.51,0.08
none,7,132,0.53,0.08
none,7,133,0.52,0.08
none,7,134,0.53,0.08
none,7,135,0.54,0.08
none,7,136,0.5,0.08
none,7,137,0.47,0.08
none,7,138,0.56,0.08
none,7,139,0.55,0.08
none,7,140,0.57,0.08
none,7,141,0.57,0.08
none,7,142,0.59,0.08
none,7,143,0.54,0.08
none,7,144,0.56,0.08
none,7,145,0.55,0.08
none,7,146,0.55,0.08
none,7,147,0.53,0.08
none,7,148,0.52,0.08
none,7,149,0.46,0.08
none,7,150,0.49,0.08
none,8,0,0.1,0.08
none,8,1,0.13,0.08
none,8,2,0.11,0.08
none,8,3,0.09,0.08
none,8,4,0.11,0.08
none,8,5,0.11,0.08
none,8,6,0.17,0.08
none,8,7,0.22,0.08
none,8,8,0.25,0.08
none,8,9,0.28,0.08
none,8,10,0.39,0.08
none,8,11,0.45,0.08
none,8,12,0.44,0.08
none,8,13,0.46,0.08
none,8,14,0.44,0.08
none,8,15,0.45,0.08
none,8,16,0.47,0.08
none,8,17,0.46,0.08
none,8,18,0.47,0.08
none,8,19,0.46,0.08
none,8,20,0.37,0.08
none,8,21,0.43,0.08
none,8,22,0.43,0.08
none,8,23,0.46,0.08
none,8,24,0.42,0.08
none,8,25,0.38,0.08
none,8,26,0.35,0.08
none,8,27,0.36,0.08
none,8,28,0.35,0.08
none,8,29,0.37,0.08
none,8,30,0.42,0.08
none,8,31,0.49,0.08
none,8,32,0.54,0.08
none,8,33,0.5,0.08
none,8,34,0.49,0.08
none,8,35,0.53,0.08
none,8,36,0.48,0.08
none,8,37,0.55,0.08
none,8,38,0.54,0.08
none,8,39,0.55,0.08
none,8,40,0.51,0.08
none,8,41,0.48,0.08
none,8,42,0.46,0.08
none,8,43,0.46,0.08
none,8,44,0.48,0.08
none,8,45,0.5,0.08
none,8,46,0.56,0.08
none,8,47,0.6,0.08
none,8,48,0.6,0.08
none,8,49,0.55,0.08
none,8,50,0.51,0.08
none,8,51,0.46,0.08
none,8,52,0.46,0.08
none,8,53,0.57,0.08
none,8,54,0.55,0.08
none,8,55,0.51,0.08
none,8,56,0.51,0.08
none,8,57,0.56,0.08
none,8,58,0.49,0.08
none,8,59,0.56,0.08
none,8,60,0.57,0.08
none,8,61,0.61,0.08
none,8,62,0.57,0.08
none,8,63,0.58,0.08
none,8,64,0.46,0.08
none,8,65,0.42,0.08
none,8,66,0.5,0.08
none,8,67,0.48,0.08
none,8,68,0.47,0.08
none,8,69,0.48,0.08
none,8,70,0.46,0.08
none,8,71,0.48,0.08
none,8,72,0.51,0.08
none,8,73,0.49,0.08
none,8,74,0.49,0.08
none,8,75,0.53,0.08
none,8,76,0.53,0.08
none,8,77,0.52,0.08
none,8,78,0.52,0.08
none,8,79,0.49,0.08
none,8,80,0.53,0.08
none,8,81,0.58,0.08
none,8,82,0.55,0.08
none,8,83,0.54,0.08
none,8,84,0.5,0.08
none,8,85,0.47,0.08
none,8,86,0.38,0.08
none,8,87,0.39,0.08
none,8,88,0.33,0.08
none,8,89,0.35,0.08
none,8,90,0.38,0.08
none,8,91,0.4,0.08
none,8,92,0.41,0.08
none,8,93,0.42,0.08
none,8,94,0.42,0.08
none,8,95,0.51,0.08
none,8,96,0.58,0.08
none,8,97,0.46,0.08
none,8,98,0.36,0.08
none,8,99,0.41,0.08
none,8,100,0.35,0.08
none,8,101,0.35,0.08
none,8,102,0.41,0.08
none,8,103,0.46,0.08
none,8,104,0.44,0.08
none,8,105,0.52,0.08
none,8,106,0.54,0.08
none,8,107,0.55,0.08
none,8,108,0.53,0.08
none,8,109,0.5,0.08
none,8,110,0.5,0.08
none,8,111,0.51,0.08
none,8,112,0.49,0.08
none,8,113,0.47,0.08
none,8,114,0.52,0.08
none,8,115,0.51,0.08
none,8,116,0.48,0.08
none,8,117,0.52,0.08
none,8,118,0.54,0.08
none,8,119,0.49,0.08
none,8,120,0.5,0.08
none,8,121,0.47,0.08
none,8,122,0.44,0.08
none,8,123,0.43,0.08
none,8,124,0.43,0.08
none,8,125,0.49,0.08
none,8,126,0.5,0.08
none,8,127,0.48,0.08
none,8,128,0.44,0.08
none,8,129,0.42,0.08
none,8,130,0.48,0.08
none,8,131,0.56,0.08
none,8,132,0.6,0.08
none,8,133,0.57,0.08
none,8,134,0.52,0.08
none,8,135,0.47,0.08
none,8,136,0.43,0.08
none,8,137,0.44,0.08
none,8,138,0.47,0.08
none,8,139,0.47,0.08
none,8,140,0.44,0.08
none,8,141,0.47,0.08
none,8,142,0.44,0.08
none,8,143,0.43,0.08
none,8,144,0.47,0.08
none,8,145,0.51,0.08
none,8,146,0.43,0.08
none,8,147,0.46,0.08
none,8,148,0.47,0.08
none,8,149,0.48,0.08
none,8,150,0.49,0.08
none,9,0,0.1,0.08
none,9,1,0.14,0.08
none,9,2,0.17,0.08
none,9,3,0.15,0.08
none,9,4,0.19,0.08
none,9,5,0.25,0.08
none,9,6,0.29,0.08
none,9,7,0.36,0.08
none,9,8,0.44,0.08
none,9,9,0.38,0.08
none,9,10,0.36,0.08
none,9,11,0.33,0.08
none,9,12,0.39,0.08
none,9,13,0.32,0.08
none,9,14,0.31,0.08
none,9,15,0.37,0.08
none,9,16,0.45,0.08
none,9,17,0.41,0.08
none,9,18,0.38,0.08
none,9,19,0.41,0.08
none,9,20,0.48,0.08
none,9,21,0.41,0.08
none,9,22,0.35,0.08
none,9,23,0.38,0.08
none,9,24,0.45,0.08
none,9,25,0.56,0.08
none,9,26,0.55,0.08
none,9,27,0.49,0.08
none,9,28,0.44,0.08
none,9,29,0.4,0.08
none,9,30,0.44,0.08
none,9,31,0.53,0.08
none,9,32,0.52,0.08
none,9,33,0.47,0.08
none,9,34,0.45,0.08
none,9,35,0.48,0.08
none,9,36,0.48,0.08
none,9,37,0.43,0.08
none,9,38,0.45,0.08
none,9,39,0.53,0.08
none,9,40,0.51,0.08
none,9,41,0.5,0.08
none,9,42,0.46,0.08
none,9,43,0.38,0.08
none,9,44,0.44,0.08
none,9,45,0.46,0.08
none,9,46,0.47,0.08
none,9,47,0.54,0.08
none,9,48,0.54,0.08
none,9,49,0.52,0.08
none,9,50,0.48,0.08
none,9,51,0.45,0.08
none,9,52,0.48,0.08
none,9,53,0.52,0.08
none,9,54,0.46,0.08
none,9,55,0.5,0.08
none,9,56,0.45,0.08
none,9,57,0.44,0.08
none,9,58,0.45,0.08
none,9,59,0.47,0.08
none,9,60,0.42,0.08
none,9,61,0.41,0.08
none,9,62,0.47,0.08
none,9,63,0.44,0.08
none,9,64,0.45,0.08
none,9,65,0.43,0.08
none,9,66,0.4,0.08
none,9,67,0.45,0.08
none,9,68,0.46,0.08
none,9,69,0.43,0.08
none,9,70,0.46,0.08
none,9,71,0.45,0.08
none,9,72,0.47,0.08
none,9,73,0.44,0.08
none,9,74,0.49,0.08
none,9,75,0.49,0.08
none,9,76,0.55,0.08
none,9,77,0.57,0.08
none,9,78,0.55,0.08
none,9,79,0.55,0.08
none,9,80,0.51,0.08
none,9,81,0.49,0.08
none,9,82,0.48,0.08
none,9,83,0.53,0.08
none,9,84,0.55,0.08
none,9,85,0.59,0.08
none,9,86,0.61,0.08
none,9,87,0.57,0.08
none,9,88,0.55,0.08
none,9,89,0.46,0.08
none,9,90,0.48,0.08
none,9,91,0.44,0.08
none,9,92,0.47,0.08
none,9,93,0.49,0.08
none,9,94,0.48,0.08
none,9,95,0.52,0.08
none,9,96,0.52,0.08
none,9,97,0.49,0.08
none,9,98,0.47,0.08
none,9,99,0.42,0.08
none,9,100,0.41,0.08
none,9,101,0.47,0.08
none,9,102,0.44,0.08
none,9,103,0.53,0.08
none,9,104,0.41,0.08
none,9,105,0.44,0.08
none,9,106,0.55,0.08
none,9,107,0.55,0.08
none,9,108,0.56,0.08
none,9,109,0.5,0.08
none,9,110,0.51,0.08
none,9,111,0.48,0.08
none,9,112,0.47,0.08
none,9,113,0.42,0.08
none,9,114,0.42,0.08
none,9,115,0.48,0.08
none,9,116,0.46,0.08
none,9,117,0.46,0.08
none,9,118,0.48,0.08
none,9,119,0.42,0.08
none,9,120,0.45,0.08
none,9,121,0.45,0.08
none,9,122,0.42,0.08
none,9,123,0.44,0.08
none,9,124,0.43,0.08
none,9,125,0.43,0.08
none,9,126,0.48,0.08
none,9,127,0.46,0.08
none,9,128,0.46,0.08
none,9,129,0.47,0.08
none,9,130,0.43,0.08
none,9,131,0.47,0.08
none,9,132,0.46,0.08
none,9,133,0.47,0.08
none,9,134,0.44,0.08
none,9,135,0.43,0.08
none,9,136,0.47,0.08
none,9,137,0.47,0.08
none,9,138,0.45,0.08
none,9,139,0.39,0.08
none,9,140,0.41,0.08
none,9,141,0.38,0.08
none,9,142,0.33,0.08
none,9,143,0.32,0.08
none,9,144,0.36,0.08
none,9,145,0.36,0.08
none,9,146,0.41,0.08
none,9,147,0.5,0.08
none,9,148,0.49,0.08
none,9,149,0.48,0.08
none,9,150,0.49,0.08
none,10,0,0.1,0.08
none,10,1,0.12,0.08
none,10,2,0.08,0.08
none,10,3,0.11,0.08
none,10,4,0.15,0.08
none,10,5,0.14,0.08
none,10,6,0.26,0.08
none,10,7,0.29,0.08
none,10,8,0.28,0.08
none,10,9,0.34,0.08
none,10,10,0.38,0.08
none,10,11,0.39,0.08
none,10,12,0.37,0.08
none,10,13,0.35,0.08
none,10,14,0.4,0.08
none,10,15,0.42,0.08
none,10,16,0.41,0.08
none,10,17,0.48,0.08
none,10,18,0.46,0.08
none,10,19,0.49,0.08
none,10,20,0.43,0.08
none,10,21,0.48,0.08
none,10,22,0.51,0.08
none,10,23,0.43,0.08
none,10,24,0.36,0.08
none,10,25,0.41,0.08
none,10,26,0.36,0.08
none,10,27,0.37,0.08
none,10,28,0.39,0.08
none,10,29,0.38,0.08
none,10,30,0.34,0.08
none,10,31,0.4,0.08
none,10,32,0.45,0.08
none,10,33,0.5,0.08
none,10,34,0.52,0.08
none,10,35,0.47,0.08
none,10,36,0.46,0.08
none,10,37,0.48,0.08
none,10,38,0.5,0.08
none,10,39,0.55,0.08
none,10,40,0.58,0.08
none,10,41,0.5,0.08
none,10,42,0.51,0.08
none,10,43,0.5,0.08
none,10,44,0.49,0.08
none,10,45,0.47,0.08
none,10,46,0.43,0.08
none,10,47,0.5,0.08
none,10,48,0.56,0.08
none,10,49,0.56,0.08
none,10,50,0.6,0.08
none,10,51,0.61,0.08
none,10,52,0.65,0.08
none,10,53,0.62,0.08
none,10,54,0.54,0.08
none,10,55,0.54,0.08
none,10,56,0.47,0.08
none,10,57,0.47,0.08
none,10,58,0.51,0.08
none,10,59,0.52,0.08
none,10,60,0.54,0.08
none,10,61,0.59,0.08
none,10,62,0.59,0.08
none,10,63,0.56,0.08
none,10,64,0.51,0.08
none,10,65,0.55,0.08
none,10,66,0.57,0.08
none,10,67,0.5,0.08
none,10,68,0.5,0.08
none,10,69,0.48,0.08
none,10,70,0.47,0.08
none,10,71,0.51,0.08
none,10,72,0.54,0.08
none,10,73,0.54,0.08
none,10,74,0.47,0.08
none,10,75,0.5,0.08
none,10,76,0.51,0.08
none,10,77,0.5,0.08
none,10,78,0.51,0.08
none,10,79,0.47,0.08
none,10,80,0.41,0.08
none,10,81,0.4,0.08
none,10,82,0.34,0.08
none,10,83,0.4,0.08
none,10,84,0.43,0.08
none,10,85,0.42,0.08
none,10,86,0.45,0.08
none,10,87,0.5,0.08
none,10,88,0.52,0.08
none,10,89,0.52,0.08
none,10,90,0.53,0.08
none,10,91,0.52,0.08
none,10,92,0.55,0.08
none,10,93,0.57,0.08
none,10,94,0.6,0.08
none,10,95,0.6,0.08
none,10,96,0.53,0.08
none,10,97,0.6,0.08
none,10,98,0.56,0.08
none,10,99,0.47,0.08
none,10,100,0.51,0.08
none,10,101,0.54,0.08
none,10,102,0.46,0.08
none,10,103,0.44,0.08
none,10,104,0.47,0.08
none,10,105,0.49,0.08
none,10,106,0.44,0.08
none,10,107,0.48,0.08
none,10,108,0.55,0.08
none,10,109,0.63,0.08
none,10,110,0.61,0.08
none,10,111,0.63,0.08
none,10,112,0.59,0.08
none,10,113,0.56,0.08
none,10,114,0.57,0.08
none,10,115,0.58,0.08
none,10,116,0.52,0.08
none,10,117,0.5,0.08
none,10,118,0.45,0.08
none,10,119,0.52,0.08
none,10,120,0.52,0.08
none,10,121,0.47,0.08
none,10,122,0.49,0.08
none,10,123,0.51,0.08
none,10,124,0.49,0.08
none,10,125,0.53,0.08
none,10,126,0.46,0.08
none,10,127,0.42,0.08
none,10,128,0.43,0.08
none,10,129,0.42,0.08
none,10,130,0.44,0.08
none,10,131,0.43,0.08
none,10,132,0.47,0.08
none,10,133,0.53,0.08
none,10,134,0.47,0.08
none,10,135,0.48,0.08
none,10,136,0.51,0.08
none,10,137,0.5,0.08
none,10,138,0.55,0.08
none,10,139,0.51,0.08
none,10,140,0.5,0.08
none,10,141,0.46,0.08
none,10,142,0.46,0.08
none,10,143,0.48,0.08
none,10,144,0.51,0.08
none,10,145,0.45,0.08
none,10,146,0.37,0.08
none,10,147,0.43,0.08
none,10,148,0.48,0.08
none,10,149,0.45,0.08
none,10,150,0.48,0.08
none,11,0,0.1,0.08
none,11,1,0.11,0.08
none,11,2,0.13,0.08
none,11,3,0.15,0.08
none,11,4,0.17,0.08
none,11,5,0.18,0.08
none,11,6,0.17,0.08
none,11,7,0.22,0.08
none,11,8,0.23,0.08
none,11,9,0.29,0.08
none,11,10,0.36,0.08
none,11,11,0.34,0.08
none,11,12,0.39,0.08
none,11,13,0.38,0.08
none,11,14,0.41,0.08
none,11,15,0.45,0.08
none,11,16,0.43,0.08
none,11,17,0.43,0.08
none,11,18,0.42,0.08
none,11,19,0.46,0.08
none,11,20,0.43,0.08
none,11,21,0.41,0.08
none,11,22,0.51,0.08
none,11,23,0.48,0.08
none,11,24,0.5,0.08
none,11,25,0.5,0.08
none,11,26,0.44,0.08
none,11,27,0.52,0.08
none,11,28,0.57,0.08
none,11,29,0.61,0.08
none,11,30,0.57,0.08
none,11,31,0.52,0.08
none,11,32,0.45,0.08
none,11,33,0.5,0.08
none,11,34,0.41,0.08
none,11,35,0.4,0.08
none,11,36,0.34,0.08
none,11,37,0.38,0.08
none,11,38,0.41,0.08
none,11,39,0.44,0.08
none,11,40,0.44,0.08
none,11,41,0.38,0.08
none,11,42,0.4,0.08
none,11,43,0.47,0.08
none,11,44,0.48,0.08
none,11,45,0.51,0.08
none,11,46,0.43,0.08
none,11,47,0.44,0.08
none,11,48,0.53,0.08
none,11,49,0.5,0.08
none,11,50,0.54,0.08
none,11,51,0.55,0.08
none,11,52,0.51,0.08
none,11,53,0.45,0.08
none,11,54,0.44,0.08
none,11,55,0.48,0.08
none,11,56,0.49,0.08
none,11,57,0.49,0.08
none,11,58,0.41,0.08
none,11,59,0.4,0.08
none,11,60,0.41,0.08
none,11,61,0.44,0.08
none,11,62,0.41,0.08
none,11,63,0.53,0.08
none,11,64,0.52,0.08
none,11,65,0.54,0.08
none,11,66,0.52,0.08
none,11,67,0.57,0.08
none,11,68,0.57,0.08
none,11,69,0.52,0.08
none,11,70,0.49,0.08
none,11,71,0.46,0.08
none,11,72,0.43,0.08
none,11,73,0.46,0.08
none,11,74,0.52,0.08
none,11,75,0.48,0.08
none,11,76,0.43,0.08
none,11,77,0.4,0.08
none,11,78,0.43,0.08
none,11,79,0.55,0.08
none,11,80,0.65,0.08
none,11,81,0.64,0.08
none,11,82,0.56,0.08
none,11,83,0.58,0.08
none,11,84,0.54,0.08
none,11,85,0.5,0.08
none,11,86,0.52,0.08
none,11,87,0.48,0.08
none,11,88,0.5,0.08
none,11,89,0.46,0.08
none,11,90,0.5,0.08
none,11,91,0.57,0.08
none,11,92,0.52,0.08
none,11,93,0.54,0.08
none,11,94,0.48,0.08
none,11,95,0.53,0.08
none,11,96,0.53,0.08
none,11,97,0.47,0.08
none,11,98,0.47,0.08
none,11,99,0.49,0.08
none,11,100,0.52,0.08
none,11,101,0.45,0.08
none,11,102,0.45,0.08
none,11,103,0.41,0.08
none,11,104,0.45,0.08
none,11,105,0.42,0.08
none,11,106,0.46,0.08
none,11,107,0.38,0.08
none,11,108,0.39,0.08
none,11,109,0.46,0.08
none,11,110,0.42,0.08
none,11,111,0.45,0.08
none,11,112,0.42,0.08
none,11,113,0.47,0.08
none,11,114,0.47,0.08
none,11,115,0.41,0.08
none,11,116,0.45,0.08
none,11,117,0.47,0.08
none,11,118,0.44,0.08
none,11,119,0.53,0.08
none,11,120,0.53,0.08
none,11,121,0.5,0.08
none,11,122,0.52,0.08
none,11,123,0.53,0.08
none,11,124,0.51,0.08
none,11,125,0.5,0.08
none,11,126,0.51,0.08
none,11,127,0.49,0.08
none,11,128,0.47,0.08
none,11,129,0.46,0.08
none,11,130,0.45,0.08
none,11,131,0.55,0.08
none,11,132,0.51,0.08
none,11,133,0.51,0.08
none,11,134,0.52,0.08
none,11,135,0.54,0.08
none,11,136,0.52,0.08
none,11,137,0.52,0.08
none,11,138,0.56,0.08
none,11,139,0.53,0.08
none,11,140,0.5,0.08
none,11,141,0.42,0.08
none,11,142,0.47,0.08
none,11,143,0.48,0.08
none,11,144,0.53,0.08
none,11,145,0.58,0.08
none,11,146,0.52,0.08
none,11,147,0.48,0.08
none,11,148,0.47,0.08
none,11,149,0.44,0.08
none,11,150,0.44,0.08
none,12,0,0.1,0.08
none,12,1,0.1,0.08
none,12,2,0.13,0.08
none,12,3,0.14,0.08
none,12,4,0.14,0.08
none,12,5,0.18,0.08
none,12,6,0.22,0.08
none,12,7,0.3,0.08
none,12,8,0.35,0.08
none,12,9,0.42,0.08
none,12,10,0.4,0.08
none,12,11,0.48,0.08
none,12,12,0.5,0.08
none,12,13,0.44,0.08
none,12,14,0.45,0.08
none,12,15,0.49,0.08
none,12,16,0.55,0.08
none,12,17,0.52,0.08
none,12,18,0.45,0.08
none,12,19,0.46,0.08
none,12,20,0.44,0.08
none,12,21,0.44,0.08
none,12,22,0.43,0.08
none,12,23,0.44,0.08
none,12,24,0.41,0.08
none,12,25,0.44,0.08
none,12,26,0.41,0.08
none,12,27,0.36,0.08
none,12,28,0.46,0.08
none,12,29,0.53,0.08
none,12,30,0.55,0.08
none,12,31,0.48,0.08
none,12,32,0.5,0.08
none,12,33,0.51,0.08
none,12,34,0.45,0.08
none,12,35,0.44,0.08
none,12,36,0.55,0.08
none,12,37,0.64,0.08
none,12,38,0.55,0.08
none,12,39,0.52,0.08
none,12,40,0.42,0.08
none,12,41,0.47,0.08
none,12,42,0.52,0.08
none,12,43,0.48,0.08
none,12,44,0.49,0.08
none,12,45,0.43,0.08
none,12,46,0.41,0.08
none,12,47,0.46,0.08
none,12,48,0.44,0.08
none,12,49,0.46,0.08
none,12,50,0.5,0.08
none,12,51,0.53,0.08
none,12,52,0.54,0.08
none,12,53,0.51,0.08
none,12,54,0.47,0.08
none,12,55,0.51,0.08
none,12,56,0.51,0.08
none,12,57,0.53,0.08
none,12,58,0.44,0.08
none,12,59,0.48,0.08
none,12,60,0.51,0.08
none,12,61,0.46,0.08
none,12,62,0.44,0.08
none,12,63,0.48,0.08
none,12,64,0.46,0.08
none,12,65,0.47,0.08
none,12,66,0.48,0.08
none,12,67,0.46,0.08
none,12,68,0.5,0.08
none,12,69,0.5,0.08
none,12,70,0.48,0.08
none,12,71,0.44,0.08
none,12,72,0.47,0.08
none,12,73,0.51,0.08
none,12,74,0.45,0.08
none,12,75,0.47,0.08
none,12,76,0.5,0.08
none,12,77,0.45,0.08
none,12,78,0.45,0.08
none,12,79,0.45,0.08
none,12,80,0.46,0.08
none,12,81,0.42,0.08
none,12,82,0.42,0.08
none,12,83,0.44,0.08
none,12,84,0.45,0.08
none,12,85,0.45,0.08
none,12,86,0.49,0.08
none,12,87,0.44,0.08
none,12,88,0.43,0.08
none,12,89,0.37,0.08
none,12,90,0.46,0.08
none,12,91,0.46,0.08
none,12,92,0.45,0.08
none,12,93,0.47,0.08
none,12,94,0.53,0.08
none,12,95,0.55,0.08
none,12,96,0.55,0.08
none,12,97,0.48,0.08
none,12,98,0.49,0.08
none,12,99,0.4,0.08
none,12,100,0.46,0.08
none,12,101,0.48,0.08
none,12,102,0.46,0.08
none,12,103,0.48,0.08
none,12,104,0.45,0.08
none,12,105,0.46,0.08
none,12,106,0.39,0.08
none,12,107,0.36,0.08
none,12,108,0.32,0.08
none,12,109,0.38,0.08
none,12,110,0.45,0.08
none,12,111,0.49,0.08
none,12,112,0.48,0.08
none,12,113,0.5,0.08
none,12,114,0.49,0.08
none,12,115,0.47,0.08
none,12,116,0.54,0.08
none,12,117,0.61,0.08
none,12,118,0.56,0.08
none,12,119,0.52,0.08
none,12,120,0.55,0.08
none,12,121,0.51,0.08
none,12,122,0.53,0.08
none,12,123,0.62,0.08
none,12,124,0.64,0.08
none,12,125,0.63,0.08
none,12,126,0.65,0.08
none,12,127,0.58,0.08
none,12,128,0.53,0.08
none,12,129,0.51,0.08
none,12,130,0.56,0.08
none,12,131,0.51,0.08
none,12,132,0.53,0.08
none,12,133,0.54,0.08
none,12,134,0.52,0.08
none,12,135,0.48,0.08
none,12,136,0.46,0.08
none,12,137,0.49,0.08
none,12,138,0.49,0.08
none,12,139,0.44,0.08
none,12,140,0.45,0.08
none,12,141,0.48,0.08
none,12,142,0.44,0.08
none,12,143,0.42,0.08
none,12,144,0.39,0.08
none,12,145,0.37,0.08
none,12,146,0.34,0.08
none,12,147,0.32,0.08
none,12,148,0.34,0.08
none,12,149,0.38,0.08
none,12,150,0.42,0.08
none,13,0,0.1,0.08
none,13,1,0.1,0.08
none,13,2,0.13,0.08
none,13,3,0.18,0.08
none,13,4,0.18,0.08
none,13,5,0.27,0.08
none,13,6,0.29,0.08
none,13,7,0.34,0.08
none,13,8,0.32,0.08
none,13,9,0.32,0.08
none,13,10,0.33,0.08
none,13,11,0.37,0.08
none,13,12,0.38,0.08
none,13,13,0.39,0.08
none,13,14,0.36,0.08
none,13,15,0.44,0.08
none,13,16,0.45,0.08
none,13,17,0.5,0.08
none,13,18,0.45,0.08
none,13,19,0.41,0.08
none,13,20,0.42,0.08
none,13,21,0.47,0.08
none,13,22,0.49,0.08
none,13,23,0.59,0.08
none,13,24,0.54,0.08
none,13,25,0.51,0.08
none,13,26,0.52,0.08
none,13,27,0.54,0.08
none,13,28,0.51,0.08
none,13,29,0.41,0.08
none,13,30,0.39,0.08
none,13,31,0.36,0.08
none,13,32,0.34,0.08
none,13,33,0.36,0.08
none,13,34,0.39,0.08
none,13,35,0.48,0.08
none,13,36,0.49,0.08
none,13,37,0.54,0.08
none,13,38,0.49,0.08
none,13,39,0.57,0.08
none,13,40,0.57,0.08
none,13,41,0.58,0.08
none,13,42,0.5,0.08
none,13,43,0.56,0.08
none,13,44,0.54,0.08
none,13,45,0.54,0.08
none,13,46,0.5,0.08
none,13,47,0.51,0.08
none,13,48,0.54,0.08
none,13,49,0.43,0.08
none,13,50,0.45,0.08
none,13,51,0.49,0.08
none,13,52,0.51,0.08
none,13,53,0.5,0.08
none,13,54,0.52,0.08
none,13,55,0.47,0.08
none,13,56,0.42,0.08
none,13,57,0.52,0.08
none,13,58,0.46,0.08
none,13,59,0.45,0.08
none,13,60,0.45,0.08
none,13,61,0.44,0.08
none,13,62,0.45,0.08
none,13,63,0.49,0.08
none,13,64,0.53,0.08
none,13,65,0.49,0.08
none,13,66,0.51,0.08
none,13,67,0.51,0.08
none,13,68,0.52,0.08
none,13,69,0.52,0.08
none,13,70,0.51,0.08
none,13,71,0.49,0.08
none,13,72,0.49,0.08
none,13,73,0.46,0.08
none,13,74,0.5,0.08
none,13,75,0.49,0.08
none,13,76,0.45,0.08
none,13,77,0.51,0.08
none,13,78,0.53,0.08
none,13,79,0.51,0.08
none,13,80,0.54,0.08
none,13,81,0.5,0.08
none,13,82,0.54,0.08
none,13,83,0.51,0.08
none,13,84,0.48,0.08
none,13,85,0.51,0.08
none,13,86,0.51,0.08
none,13,87,0.49,0.08
none,13,88,0.5,0.08
none,13,89,0.45,0.08
none,13,90,0.48,0.08
none,13,91,0.44,0.08
none,13,92,0.44,0.08
none,13,93,0.44,0.08
none,13,94,0.37,0.08
none,13,95,0.34,0.08
none,13,96,0.37,0.08
none,13,97,0.46,0.08
none,13,98,0.49,0.08
none,13,99,0.49,0.08
none,13,100,0.49,0.08
none,13,101,0.55,0.08
none,13,102,0.56,0.08
none,13,103,0.46,0.08
none,13,104,0.43,0.08
none,13,105,0.49,0.08
none,13,106,0.49,0.08
none,13,107,0.46,0.08
none,13,108,0.44,0.08
none,13,109,0.4,0.08
none,13,110,0.39,0.08
none,13,111,0.38,0.08
none,13,112,0.4,0.08
none,13,113,0.51,0.08
none,13,114,0.5,0.08
none,13,115,0.52,0.08
none,13,116,0.57,0.08
none,13,117,0.56,0.08
none,13,118,0.52,0.08
none,13,119,0.52,0.08
none,13,120,0.5,0.08
none,13,121,0.49,0.08
none,13,122,0.4,0.08
none,13,123,0.43,0.08
none,13,124,0.44,0.08
none,13,125,0.44,0.08
none,13,126,0.46,0.08
none,13,127,0.42,0.08
none,13,128,0.45,0.08
none,13,129,0.45,0.08
none,13,130,0.45,0.08
none,13,131,0.56,0.08
none,13,132,0.66,0.08
none,13,133,0.63,0.08
none,13,134,0.55,0.08
none,13,135,0.57,0.08
none,13,136,0.59,0.08
none,13,137,0.6,0.08
none,13,138,0.57,0.08
none,13,139,0.59,0.08
none,13,140,0.53,0.08
none,13,141,0.5,0.08
none,13,142,0.54,0.08
none,13,143,0.59,0.08
none,13,144,0.54,0.08
none,13,145,0.5,0.08
none,13,146,0.5,0.08
none,13,147,0.49,0.08
none,13,148,0.44,0.08
none,13,149,0.45,0.08
none,13,150,0.47,0.08
none,14,0,0.1,0.08
none,14,1,0.15,0.08
none,14,2,0.17,0.08
none,14,3,0.22,0.08
none,14,4,0.31,0.08
none,14,5,0.36,0.08
none,14,6,0.37,0.08
none,14,7,0.35,0.08
none,14,8,0.32,0.08
none,14,9,0.32,0.08
none,14,10,0.37,0.08
none,14,11,0.39,0.08
none,14,12,0.47,0.08
none,14,13,0.35,0.08
none,14,14,0.3,0.08
none,14,15,0.33,0.08
none,14,16,0.34,0.08
none,14,17,0.29,0.08
none,14,18,0.31,0.08
none,14,19,0.36,0.08
none,14,20,0.39,0.08
none,14,21,0.44,0.08
none,14,22,0.48,0.08
none,14,23,0.51,0.08
none,14,24,0.47,0.08
